City,Date,Sunup,Sundown
toronto,2014-01-11,07:49,29:01
toronto,2014-01-12,07:49,29:02
toronto,2014-01-13,07:48,29:04
toronto,2014-01-14,07:48,29:05
toronto,2014-01-15,07:47,29:06
toronto,2014-01-16,07:47,29:07
toronto,2014-01-17,07:46,29:08
toronto,2014-01-18,07:46,29:10
toronto,2014-01-19,07:45,29:11
toronto,2014-01-20,07:44,29:12
toronto,2014-01-21,07:44,29:13
toronto,2014-01-22,07:43,29:15
toronto,2014-01-23,07:42,29:16
toronto,2014-01-24,07:41,29:17
toronto,2014-01-25,07:40,29:19
toronto,2014-01-26,07:40,29:20
toronto,2014-01-27,07:39,29:21
toronto,2014-01-28,07:38,29:23
toronto,2014-01-29,07:37,29:24
toronto,2014-01-30,07:36,29:25
toronto,2014-01-31,07:35,29:27
toronto,2014-02-01,07:34,29:28
toronto,2014-02-02,07:32,29:30
toronto,2014-02-03,07:31,29:31
toronto,2014-02-04,07:30,29:32
toronto,2014-02-05,07:29,29:34
toronto,2014-02-06,07:28,29:35
toronto,2014-02-07,07:26,29:36
toronto,2014-02-08,07:25,29:38
toronto,2014-02-09,07:24,29:39
toronto,2014-02-10,07:23,29:41
toronto,2014-02-11,07:21,29:42
toronto,2014-02-12,07:20,29:43
toronto,2014-02-13,07:18,29:45
toronto,2014-02-14,07:17,29:46
toronto,2014-02-15,07:16,29:47
toronto,2014-02-16,07:14,29:49
toronto,2014-02-17,07:13,29:50
toronto,2014-02-18,07:11,29:51
toronto,2014-02-19,07:10,29:53
toronto,2014-02-20,07:08,29:54
toronto,2014-02-21,07:07,29:55
toronto,2014-02-22,07:05,29:57
toronto,2014-02-23,07:03,29:58
toronto,2014-02-24,07:02,29:59
toronto,2014-02-25,07:00,30:01
toronto,2014-02-26,06:59,30:02
toronto,2014-02-27,06:57,30:03
toronto,2014-02-28,06:55,30:04
toronto,2014-03-01,06:54,30:06
toronto,2014-03-02,06:52,30:07
toronto,2014-03-03,06:50,30:08
toronto,2014-03-04,06:49,30:10
toronto,2014-03-05,06:47,30:11
toronto,2014-03-06,06:45,30:12
toronto,2014-03-07,06:43,30:13
toronto,2014-03-08,06:42,30:15
toronto,2014-03-09,07:40,31:16
toronto,2014-03-10,07:38,31:17
toronto,2014-03-11,07:36,31:18
toronto,2014-03-12,07:35,31:20
toronto,2014-03-13,07:33,31:21
toronto,2014-03-14,07:31,31:22
toronto,2014-03-15,07:29,31:23
toronto,2014-03-16,07:27,31:25
toronto,2014-03-17,07:26,31:26
toronto,2014-03-18,07:24,31:27
toronto,2014-03-19,07:22,31:28
toronto,2014-03-20,07:20,31:29
toronto,2014-03-21,07:18,31:31
toronto,2014-03-22,07:17,31:32
toronto,2014-03-23,07:15,31:33
toronto,2014-03-24,07:13,31:34
toronto,2014-03-25,07:11,31:35
toronto,2014-03-26,07:09,31:37
toronto,2014-03-27,07:08,31:38
toronto,2014-03-28,07:06,31:39
toronto,2014-03-29,07:04,31:40
toronto,2014-03-30,07:02,31:41
toronto,2014-03-31,07:00,31:43
toronto,2014-04-01,06:59,31:44
toronto,2014-04-02,06:57,31:45
toronto,2014-04-03,06:55,31:46
toronto,2014-04-04,06:53,31:47
toronto,2014-04-05,06:52,31:49
toronto,2014-04-06,06:50,31:50
toronto,2014-04-07,06:48,31:51
toronto,2014-04-08,06:46,31:52
toronto,2014-04-09,06:45,31:53
toronto,2014-04-10,06:43,31:55
toronto,2014-04-11,06:41,31:56
toronto,2014-04-12,06:39,31:57
toronto,2014-04-13,06:38,31:58
toronto,2014-04-14,06:36,31:59
toronto,2014-04-15,06:34,32:00
toronto,2014-04-16,06:33,32:02
toronto,2014-04-17,06:31,32:03
toronto,2014-04-18,06:29,32:04
toronto,2014-04-19,06:28,32:05
toronto,2014-04-20,06:26,32:06
toronto,2014-04-21,06:25,32:08
toronto,2014-04-22,06:23,32:09
toronto,2014-04-23,06:21,32:10
toronto,2014-04-24,06:20,32:11
toronto,2014-04-25,06:18,32:12
toronto,2014-04-26,06:17,32:14
toronto,2014-04-27,06:15,32:15
toronto,2014-04-28,06:14,32:16
toronto,2014-04-29,06:12,32:17
toronto,2014-04-30,06:11,32:18
toronto,2014-05-01,06:09,32:19
toronto,2014-05-02,06:08,32:21
toronto,2014-05-03,06:07,32:22
toronto,2014-05-04,06:05,32:23
toronto,2014-05-05,06:04,32:24
toronto,2014-05-06,06:03,32:25
toronto,2014-05-07,06:01,32:26
toronto,2014-05-08,06:00,32:28
toronto,2014-05-09,05:59,32:29
toronto,2014-05-10,05:58,32:30
toronto,2014-05-11,05:57,32:31
toronto,2014-05-12,05:55,32:32
toronto,2014-05-13,05:54,32:33
toronto,2014-05-14,05:53,32:34
toronto,2014-05-15,05:52,32:35
toronto,2014-05-16,05:51,32:36
toronto,2014-05-17,05:50,32:38
toronto,2014-05-18,05:49,32:39
toronto,2014-05-19,05:48,32:40
toronto,2014-05-20,05:47,32:41
toronto,2014-05-21,05:46,32:42
toronto,2014-05-22,05:45,32:43
toronto,2014-05-23,05:44,32:44
toronto,2014-05-24,05:44,32:45
toronto,2014-05-25,05:43,32:46
toronto,2014-05-26,05:42,32:47
toronto,2014-05-27,05:41,32:47
toronto,2014-05-28,05:41,32:48
toronto,2014-05-29,05:40,32:49
toronto,2014-05-30,05:40,32:50
toronto,2014-05-31,05:39,32:51
toronto,2014-06-01,05:38,32:52
toronto,2014-06-02,05:38,32:53
toronto,2014-06-03,05:38,32:53
toronto,2014-06-04,05:37,32:54
toronto,2014-06-05,05:37,32:55
toronto,2014-06-06,05:36,32:55
toronto,2014-06-07,05:36,32:56
toronto,2014-06-08,05:36,32:57
toronto,2014-06-09,05:36,32:57
toronto,2014-06-10,05:35,32:58
toronto,2014-06-11,05:35,32:58
toronto,2014-06-12,05:35,32:59
toronto,2014-06-13,05:35,32:59
toronto,2014-06-14,05:35,33:00
toronto,2014-06-15,05:35,33:00
toronto,2014-06-16,05:35,33:01
toronto,2014-06-17,05:35,33:01
toronto,2014-06-18,05:35,33:01
toronto,2014-06-19,05:35,33:02
toronto,2014-06-20,05:35,33:02
toronto,2014-06-21,05:36,33:02
toronto,2014-06-22,05:36,33:02
toronto,2014-06-23,05:36,33:02
toronto,2014-06-24,05:36,33:03
toronto,2014-06-25,05:37,33:03
toronto,2014-06-26,05:37,33:03
toronto,2014-06-27,05:37,33:03
toronto,2014-06-28,05:38,33:03
toronto,2014-06-29,05:38,33:03
toronto,2014-06-30,05:39,33:02
toronto,2014-07-01,05:39,33:02
toronto,2014-07-02,05:40,33:02
toronto,2014-07-03,05:41,33:02
toronto,2014-07-04,05:41,33:02
toronto,2014-07-05,05:42,33:01
toronto,2014-07-06,05:42,33:01
toronto,2014-07-07,05:43,33:01
toronto,2014-07-08,05:44,33:00
toronto,2014-07-09,05:45,33:00
toronto,2014-07-10,05:45,32:59
toronto,2014-07-11,05:46,32:59
toronto,2014-07-12,05:47,32:58
toronto,2014-07-13,05:48,32:57
toronto,2014-07-14,05:49,32:57
toronto,2014-07-15,05:49,32:56
toronto,2014-07-16,05:50,32:55
toronto,2014-07-17,05:51,32:55
toronto,2014-07-18,05:52,32:54
toronto,2014-07-19,05:53,32:53
toronto,2014-07-20,05:54,32:52
toronto,2014-07-21,05:55,32:51
toronto,2014-07-22,05:56,32:51
toronto,2014-07-23,05:57,32:50
toronto,2014-07-24,05:58,32:49
toronto,2014-07-25,05:59,32:48
toronto,2014-07-26,06:00,32:47
toronto,2014-07-27,06:01,32:46
toronto,2014-07-28,06:02,32:44
toronto,2014-07-29,06:03,32:43
toronto,2014-07-30,06:04,32:42
toronto,2014-07-31,06:05,32:41
toronto,2014-08-01,06:06,32:40
toronto,2014-08-02,06:07,32:39
toronto,2014-08-03,06:08,32:37
toronto,2014-08-04,06:09,32:36
toronto,2014-08-05,06:11,32:35
toronto,2014-08-06,06:12,32:33
toronto,2014-08-07,06:13,32:32
toronto,2014-08-08,06:14,32:31
toronto,2014-08-09,06:15,32:29
toronto,2014-08-10,06:16,32:28
toronto,2014-08-11,06:17,32:27
toronto,2014-08-12,06:18,32:25
toronto,2014-08-13,06:19,32:24
toronto,2014-08-14,06:21,32:22
toronto,2014-08-15,06:22,32:21
toronto,2014-08-16,06:23,32:19
toronto,2014-08-17,06:24,32:17
toronto,2014-08-18,06:25,32:16
toronto,2014-08-19,06:26,32:14
toronto,2014-08-20,06:27,32:13
toronto,2014-08-21,06:28,32:11
toronto,2014-08-22,06:29,32:09
toronto,2014-08-23,06:31,32:08
toronto,2014-08-24,06:32,32:06
toronto,2014-08-25,06:33,32:05
toronto,2014-08-26,06:34,32:03
toronto,2014-08-27,06:35,32:01
toronto,2014-08-28,06:36,31:59
toronto,2014-08-29,06:37,31:58
toronto,2014-08-30,06:38,31:56
toronto,2014-08-31,06:40,31:54
toronto,2014-09-01,06:41,31:52
toronto,2014-09-02,06:42,31:51
toronto,2014-09-03,06:43,31:49
toronto,2014-09-04,06:44,31:47
toronto,2014-09-05,06:45,31:45
toronto,2014-09-06,06:46,31:44
toronto,2014-09-07,06:47,31:42
toronto,2014-09-08,06:49,31:40
toronto,2014-09-09,06:50,31:38
toronto,2014-09-10,06:51,31:36
toronto,2014-09-11,06:52,31:35
toronto,2014-09-12,06:53,31:33
toronto,2014-09-13,06:54,31:31
toronto,2014-09-14,06:55,31:29
toronto,2014-09-15,06:56,31:27
toronto,2014-09-16,06:57,31:25
toronto,2014-09-17,06:59,31:24
toronto,2014-09-18,07:00,31:22
toronto,2014-09-19,07:01,31:20
toronto,2014-09-20,07:02,31:18
toronto,2014-09-21,07:03,31:16
toronto,2014-09-22,07:04,31:14
toronto,2014-09-23,07:05,31:13
toronto,2014-09-24,07:07,31:11
toronto,2014-09-25,07:08,31:09
toronto,2014-09-26,07:09,31:07
toronto,2014-09-27,07:10,31:05
toronto,2014-09-28,07:11,31:03
toronto,2014-09-29,07:12,31:02
toronto,2014-09-30,07:13,31:00
toronto,2014-10-01,07:15,30:58
toronto,2014-10-02,07:16,30:56
toronto,2014-10-03,07:17,30:54
toronto,2014-10-04,07:18,30:53
toronto,2014-10-05,07:19,30:51
toronto,2014-10-06,07:20,30:49
toronto,2014-10-07,07:22,30:47
toronto,2014-10-08,07:23,30:46
toronto,2014-10-09,07:24,30:44
toronto,2014-10-10,07:25,30:42
toronto,2014-10-11,07:26,30:40
toronto,2014-10-12,07:28,30:39
toronto,2014-10-13,07:29,30:37
toronto,2014-10-14,07:30,30:35
toronto,2014-10-15,07:31,30:34
toronto,2014-10-16,07:32,30:32
toronto,2014-10-17,07:34,30:30
toronto,2014-10-18,07:35,30:29
toronto,2014-10-19,07:36,30:27
toronto,2014-10-20,07:37,30:26
toronto,2014-10-21,07:39,30:24
toronto,2014-10-22,07:40,30:22
toronto,2014-10-23,07:41,30:21
toronto,2014-10-24,07:43,30:19
toronto,2014-10-25,07:44,30:18
toronto,2014-10-26,07:45,30:16
toronto,2014-10-27,07:46,30:15
toronto,2014-10-28,07:48,30:13
toronto,2014-10-29,07:49,30:12
toronto,2014-10-30,07:50,30:11
toronto,2014-10-31,07:52,30:09
toronto,2014-11-01,07:53,30:08
toronto,2014-11-02,06:54,29:07
toronto,2014-11-03,06:55,29:05
toronto,2014-11-04,06:57,29:04
toronto,2014-11-05,06:58,29:03
toronto,2014-11-06,06:59,29:01
toronto,2014-11-07,07:01,29:00
toronto,2014-11-08,07:02,28:59
toronto,2014-11-09,07:03,28:58
toronto,2014-11-10,07:05,28:57
toronto,2014-11-11,07:06,28:56
toronto,2014-11-12,07:07,28:55
toronto,2014-11-13,07:08,28:54
toronto,2014-11-14,07:10,28:53
toronto,2014-11-15,07:11,28:52
toronto,2014-11-16,07:12,28:51
toronto,2014-11-17,07:14,28:50
toronto,2014-11-18,07:15,28:49
toronto,2014-11-19,07:16,28:48
toronto,2014-11-20,07:17,28:47
toronto,2014-11-21,07:19,28:47
toronto,2014-11-22,07:20,28:46
toronto,2014-11-23,07:21,28:45
toronto,2014-11-24,07:22,28:45
toronto,2014-11-25,07:24,28:44
toronto,2014-11-26,07:25,28:44
toronto,2014-11-27,07:26,28:43
toronto,2014-11-28,07:27,28:43
toronto,2014-11-29,07:28,28:42
toronto,2014-11-30,07:29,28:42
toronto,2014-12-01,07:31,28:41
toronto,2014-12-02,07:32,28:41
toronto,2014-12-03,07:33,28:41
toronto,2014-12-04,07:34,28:41
toronto,2014-12-05,07:35,28:40
toronto,2014-12-06,07:36,28:40
toronto,2014-12-07,07:37,28:40
toronto,2014-12-08,07:38,28:40
toronto,2014-12-09,07:39,28:40
toronto,2014-12-10,07:40,28:40
toronto,2014-12-11,07:40,28:40
toronto,2014-12-12,07:41,28:40
toronto,2014-12-13,07:42,28:40
toronto,2014-12-14,07:43,28:41
toronto,2014-12-15,07:44,28:41
toronto,2014-12-16,07:44,28:41
toronto,2014-12-17,07:45,28:41
toronto,2014-12-18,07:46,28:42
toronto,2014-12-19,07:46,28:42
toronto,2014-12-20,07:47,28:43
toronto,2014-12-21,07:47,28:43
toronto,2014-12-22,07:48,28:44
toronto,2014-12-23,07:48,28:44
toronto,2014-12-24,07:49,28:45
toronto,2014-12-25,07:49,28:45
toronto,2014-12-26,07:49,28:46
toronto,2014-12-27,07:50,28:47
toronto,2014-12-28,07:50,28:47
toronto,2014-12-29,07:50,28:48
toronto,2014-12-30,07:50,28:49
toronto,2014-12-31,07:50,28:50
toronto,2015-01-01,07:51,28:51
toronto,2015-01-02,07:51,28:52
toronto,2015-01-03,07:51,28:53
toronto,2015-01-04,07:51,28:54
toronto,2015-01-05,07:51,28:54
toronto,2015-01-06,07:50,28:55
toronto,2015-01-07,07:50,28:57
toronto,2015-01-08,07:50,28:58
toronto,2015-01-09,07:50,28:59
toronto,2015-01-10,07:50,29:00
toronto,2015-01-11,07:49,29:01
toronto,2015-01-12,07:49,29:02
toronto,2015-01-13,07:48,29:03
toronto,2015-01-14,07:48,29:04
toronto,2015-01-15,07:48,29:06
toronto,2015-01-16,07:47,29:07
toronto,2015-01-17,07:46,29:08
toronto,2015-01-18,07:46,29:09
toronto,2015-01-19,07:45,29:11
toronto,2015-01-20,07:45,29:12
toronto,2015-01-21,07:44,29:13
toronto,2015-01-22,07:43,29:14
toronto,2015-01-23,07:42,29:16
toronto,2015-01-24,07:42,29:17
toronto,2015-01-25,07:41,29:18
toronto,2015-01-26,07:40,29:20
toronto,2015-01-27,07:39,29:21
toronto,2015-01-28,07:38,29:22
toronto,2015-01-29,07:37,29:24
toronto,2015-01-30,07:36,29:25
toronto,2015-01-31,07:35,29:27
toronto,2015-02-01,07:34,29:28
toronto,2015-02-02,07:33,29:29
toronto,2015-02-03,07:32,29:31
toronto,2015-02-04,07:30,29:32
toronto,2015-02-05,07:29,29:33
toronto,2015-02-06,07:28,29:35
toronto,2015-02-07,07:27,29:36
toronto,2015-02-08,07:25,29:37
toronto,2015-02-09,07:24,29:39
toronto,2015-02-10,07:23,29:40
toronto,2015-02-11,07:22,29:42
toronto,2015-02-12,07:20,29:43
toronto,2015-02-13,07:19,29:44
toronto,2015-02-14,07:17,29:46
toronto,2015-02-15,07:16,29:47
toronto,2015-02-16,07:14,29:48
toronto,2015-02-17,07:13,29:50
toronto,2015-02-18,07:11,29:51
toronto,2015-02-19,07:10,29:52
toronto,2015-02-20,07:08,29:54
toronto,2015-02-21,07:07,29:55
toronto,2015-02-22,07:05,29:56
toronto,2015-02-23,07:04,29:58
toronto,2015-02-24,07:02,29:59
toronto,2015-02-25,07:01,30:00
toronto,2015-02-26,06:59,30:02
toronto,2015-02-27,06:57,30:03
toronto,2015-02-28,06:56,30:04
toronto,2015-03-01,06:54,30:05
toronto,2015-03-02,06:52,30:07
toronto,2015-03-03,06:51,30:08
toronto,2015-03-04,06:49,30:09
toronto,2015-03-05,06:47,30:11
toronto,2015-03-06,06:46,30:12
toronto,2015-03-07,06:44,30:13
toronto,2015-03-08,07:42,31:14
toronto,2015-03-09,07:40,31:16
toronto,2015-03-10,07:39,31:17
toronto,2015-03-11,07:37,31:18
toronto,2015-03-12,07:35,31:19
toronto,2015-03-13,07:33,31:21
toronto,2015-03-14,07:31,31:22
toronto,2015-03-15,07:30,31:23
toronto,2015-03-16,07:28,31:24
toronto,2015-03-17,07:26,31:25
toronto,2015-03-18,07:24,31:27
toronto,2015-03-19,07:23,31:28
toronto,2015-03-20,07:21,31:29
toronto,2015-03-21,07:19,31:30
toronto,2015-03-22,07:17,31:32
toronto,2015-03-23,07:15,31:33
toronto,2015-03-24,07:14,31:34
toronto,2015-03-25,07:12,31:35
toronto,2015-03-26,07:10,31:36
toronto,2015-03-27,07:08,31:38
toronto,2015-03-28,07:06,31:39
toronto,2015-03-29,07:05,31:40
toronto,2015-03-30,07:03,31:41
toronto,2015-03-31,07:01,31:42
toronto,2015-04-01,06:59,31:44
toronto,2015-04-02,06:57,31:45
toronto,2015-04-03,06:56,31:46
toronto,2015-04-04,06:54,31:47
toronto,2015-04-05,06:52,31:48
toronto,2015-04-06,06:50,31:49
toronto,2015-04-07,06:48,31:51
toronto,2015-04-08,06:47,31:52
toronto,2015-04-09,06:45,31:53
toronto,2015-04-10,06:43,31:54
toronto,2015-04-11,06:42,31:55
toronto,2015-04-12,06:40,31:57
toronto,2015-04-13,06:38,31:58
toronto,2015-04-14,06:36,31:59
toronto,2015-04-15,06:35,32:00
toronto,2015-04-16,06:33,32:01
toronto,2015-04-17,06:31,32:03
toronto,2015-04-18,06:30,32:04
toronto,2015-04-19,06:28,32:05
toronto,2015-04-20,06:27,32:06
toronto,2015-04-21,06:25,32:07
toronto,2015-04-22,06:23,32:09
toronto,2015-04-23,06:22,32:10
toronto,2015-04-24,06:20,32:11
toronto,2015-04-25,06:19,32:12
toronto,2015-04-26,06:17,32:13
toronto,2015-04-27,06:16,32:14
toronto,2015-04-28,06:14,32:16
toronto,2015-04-29,06:13,32:17
toronto,2015-04-30,06:11,32:18
toronto,2015-05-01,06:10,32:19
toronto,2015-05-02,06:08,32:20
toronto,2015-05-03,06:07,32:22
toronto,2015-05-04,06:06,32:23
toronto,2015-05-05,06:04,32:24
toronto,2015-05-06,06:03,32:25
toronto,2015-05-07,06:02,32:26
toronto,2015-05-08,06:00,32:27
toronto,2015-05-09,05:59,32:28
toronto,2015-05-10,05:58,32:30
toronto,2015-05-11,05:57,32:31
toronto,2015-05-12,05:56,32:32
toronto,2015-05-13,05:54,32:33
toronto,2015-05-14,05:53,32:34
toronto,2015-05-15,05:52,32:35
toronto,2015-05-16,05:51,32:36
toronto,2015-05-17,05:50,32:37
toronto,2015-05-18,05:49,32:38
toronto,2015-05-19,05:48,32:39
toronto,2015-05-20,05:47,32:40
toronto,2015-05-21,05:46,32:41
toronto,2015-05-22,05:46,32:42
toronto,2015-05-23,05:45,32:43
toronto,2015-05-24,05:44,32:44
toronto,2015-05-25,05:43,32:45
toronto,2015-05-26,05:42,32:46
toronto,2015-05-27,05:42,32:47
toronto,2015-05-28,05:41,32:48
toronto,2015-05-29,05:40,32:49
toronto,2015-05-30,05:40,32:50
toronto,2015-05-31,05:39,32:51
toronto,2015-06-01,05:39,32:52
toronto,2015-06-02,05:38,32:52
toronto,2015-06-03,05:38,32:53
toronto,2015-06-04,05:37,32:54
toronto,2015-06-05,05:37,32:55
toronto,2015-06-06,05:36,32:55
toronto,2015-06-07,05:36,32:56
toronto,2015-06-08,05:36,32:57
toronto,2015-06-09,05:36,32:57
toronto,2015-06-10,05:35,32:58
toronto,2015-06-11,05:35,32:58
toronto,2015-06-12,05:35,32:59
toronto,2015-06-13,05:35,32:59
toronto,2015-06-14,05:35,33:00
toronto,2015-06-15,05:35,33:00
toronto,2015-06-16,05:35,33:01
toronto,2015-06-17,05:35,33:01
toronto,2015-06-18,05:35,33:01
toronto,2015-06-19,05:35,33:02
toronto,2015-06-20,05:35,33:02
toronto,2015-06-21,05:36,33:02
toronto,2015-06-22,05:36,33:02
toronto,2015-06-23,05:36,33:02
toronto,2015-06-24,05:36,33:03
toronto,2015-06-25,05:37,33:03
toronto,2015-06-26,05:37,33:03
toronto,2015-06-27,05:37,33:03
toronto,2015-06-28,05:38,33:03
toronto,2015-06-29,05:38,33:03
toronto,2015-06-30,05:39,33:02
toronto,2015-07-01,05:39,33:02
toronto,2015-07-02,05:40,33:02
toronto,2015-07-03,05:40,33:02
toronto,2015-07-04,05:41,33:02
toronto,2015-07-05,05:42,33:01
toronto,2015-07-06,05:42,33:01
toronto,2015-07-07,05:43,33:01
toronto,2015-07-08,05:44,33:00
toronto,2015-07-09,05:44,33:00
toronto,2015-07-10,05:45,32:59
toronto,2015-07-11,05:46,32:59
toronto,2015-07-12,05:47,32:58
toronto,2015-07-13,05:47,32:58
toronto,2015-07-14,05:48,32:57
toronto,2015-07-15,05:49,32:56
toronto,2015-07-16,05:50,32:56
toronto,2015-07-17,05:51,32:55
toronto,2015-07-18,05:52,32:54
toronto,2015-07-19,05:53,32:53
toronto,2015-07-20,05:54,32:53
toronto,2015-07-21,05:55,32:52
toronto,2015-07-22,05:56,32:51
toronto,2015-07-23,05:57,32:50
toronto,2015-07-24,05:58,32:49
toronto,2015-07-25,05:59,32:48
toronto,2015-07-26,06:00,32:47
toronto,2015-07-27,06:01,32:46
toronto,2015-07-28,06:02,32:45
toronto,2015-07-29,06:03,32:44
toronto,2015-07-30,06:04,32:42
toronto,2015-07-31,06:05,32:41
toronto,2015-08-01,06:06,32:40
toronto,2015-08-02,06:07,32:39
toronto,2015-08-03,06:08,32:38
toronto,2015-08-04,06:09,32:36
toronto,2015-08-05,06:10,32:35
toronto,2015-08-06,06:11,32:34
toronto,2015-08-07,06:12,32:32
toronto,2015-08-08,06:14,32:31
toronto,2015-08-09,06:15,32:30
toronto,2015-08-10,06:16,32:28
toronto,2015-08-11,06:17,32:27
toronto,2015-08-12,06:18,32:25
toronto,2015-08-13,06:19,32:24
toronto,2015-08-14,06:20,32:22
toronto,2015-08-15,06:21,32:21
toronto,2015-08-16,06:22,32:19
toronto,2015-08-17,06:24,32:18
toronto,2015-08-18,06:25,32:16
toronto,2015-08-19,06:26,32:15
toronto,2015-08-20,06:27,32:13
toronto,2015-08-21,06:28,32:12
toronto,2015-08-22,06:29,32:10
toronto,2015-08-23,06:30,32:08
toronto,2015-08-24,06:31,32:07
toronto,2015-08-25,06:33,32:05
toronto,2015-08-26,06:34,32:03
toronto,2015-08-27,06:35,32:02
toronto,2015-08-28,06:36,32:00
toronto,2015-08-29,06:37,31:58
toronto,2015-08-30,06:38,31:56
toronto,2015-08-31,06:39,31:55
toronto,2015-09-01,06:40,31:53
toronto,2015-09-02,06:42,31:51
toronto,2015-09-03,06:43,31:49
toronto,2015-09-04,06:44,31:48
toronto,2015-09-05,06:45,31:46
toronto,2015-09-06,06:46,31:44
toronto,2015-09-07,06:47,31:42
toronto,2015-09-08,06:48,31:40
toronto,2015-09-09,06:49,31:39
toronto,2015-09-10,06:50,31:37
toronto,2015-09-11,06:52,31:35
toronto,2015-09-12,06:53,31:33
toronto,2015-09-13,06:54,31:31
toronto,2015-09-14,06:55,31:30
toronto,2015-09-15,06:56,31:28
toronto,2015-09-16,06:57,31:26
toronto,2015-09-17,06:58,31:24
toronto,2015-09-18,06:59,31:22
toronto,2015-09-19,07:01,31:20
toronto,2015-09-20,07:02,31:19
toronto,2015-09-21,07:03,31:17
toronto,2015-09-22,07:04,31:15
toronto,2015-09-23,07:05,31:13
toronto,2015-09-24,07:06,31:11
toronto,2015-09-25,07:07,31:09
toronto,2015-09-26,07:09,31:08
toronto,2015-09-27,07:10,31:06
toronto,2015-09-28,07:11,31:04
toronto,2015-09-29,07:12,31:02
toronto,2015-09-30,07:13,31:00
toronto,2015-10-01,07:14,30:58
toronto,2015-10-02,07:15,30:57
toronto,2015-10-03,07:17,30:55
toronto,2015-10-04,07:18,30:53
toronto,2015-10-05,07:19,30:51
toronto,2015-10-06,07:20,30:50
toronto,2015-10-07,07:21,30:48
toronto,2015-10-08,07:22,30:46
toronto,2015-10-09,07:24,30:44
toronto,2015-10-10,07:25,30:43
toronto,2015-10-11,07:26,30:41
toronto,2015-10-12,07:27,30:39
toronto,2015-10-13,07:28,30:37
toronto,2015-10-14,07:30,30:36
toronto,2015-10-15,07:31,30:34
toronto,2015-10-16,07:32,30:32
toronto,2015-10-17,07:33,30:31
toronto,2015-10-18,07:35,30:29
toronto,2015-10-19,07:36,30:28
toronto,2015-10-20,07:37,30:26
toronto,2015-10-21,07:38,30:24
toronto,2015-10-22,07:40,30:23
toronto,2015-10-23,07:41,30:21
toronto,2015-10-24,07:42,30:20
toronto,2015-10-25,07:43,30:18
toronto,2015-10-26,07:45,30:17
toronto,2015-10-27,07:46,30:15
toronto,2015-10-28,07:47,30:14
toronto,2015-10-29,07:49,30:12
toronto,2015-10-30,07:50,30:11
toronto,2015-10-31,07:51,30:10
toronto,2015-11-01,06:52,29:08
toronto,2015-11-02,06:54,29:07
toronto,2015-11-03,06:55,29:06
toronto,2015-11-04,06:56,29:04
toronto,2015-11-05,06:58,29:03
toronto,2015-11-06,06:59,29:02
toronto,2015-11-07,07:00,29:01
toronto,2015-11-08,07:02,28:59
toronto,2015-11-09,07:03,28:58
toronto,2015-11-10,07:04,28:57
toronto,2015-11-11,07:06,28:56
toronto,2015-11-12,07:07,28:55
toronto,2015-11-13,07:08,28:54
toronto,2015-11-14,07:09,28:53
toronto,2015-11-15,07:11,28:52
toronto,2015-11-16,07:12,28:51
toronto,2015-11-17,07:13,28:50
toronto,2015-11-18,07:15,28:49
toronto,2015-11-19,07:16,28:48
toronto,2015-11-20,07:17,28:48
toronto,2015-11-21,07:18,28:47
toronto,2015-11-22,07:20,28:46
toronto,2015-11-23,07:21,28:46
toronto,2015-11-24,07:22,28:45
toronto,2015-11-25,07:23,28:44
toronto,2015-11-26,07:25,28:44
toronto,2015-11-27,07:26,28:43
toronto,2015-11-28,07:27,28:43
toronto,2015-11-29,07:28,28:42
toronto,2015-11-30,07:29,28:42
toronto,2015-12-01,07:30,28:41
toronto,2015-12-02,07:31,28:41
toronto,2015-12-03,07:32,28:41
toronto,2015-12-04,07:33,28:41
toronto,2015-12-05,07:35,28:40
toronto,2015-12-06,07:36,28:40
toronto,2015-12-07,07:37,28:40
toronto,2015-12-08,07:37,28:40
toronto,2015-12-09,07:38,28:40
toronto,2015-12-10,07:39,28:40
toronto,2015-12-11,07:40,28:40
toronto,2015-12-12,07:41,28:40
toronto,2015-12-13,07:42,28:40
toronto,2015-12-14,07:43,28:41
toronto,2015-12-15,07:43,28:41
toronto,2015-12-16,07:44,28:41
toronto,2015-12-17,07:45,28:41
toronto,2015-12-18,07:45,28:42
toronto,2015-12-19,07:46,28:42
toronto,2015-12-20,07:47,28:42
toronto,2015-12-21,07:47,28:43
toronto,2015-12-22,07:48,28:43
toronto,2015-12-23,07:48,28:44
toronto,2015-12-24,07:49,28:45
toronto,2015-12-25,07:49,28:45
toronto,2015-12-26,07:49,28:46
toronto,2015-12-27,07:50,28:47
toronto,2015-12-28,07:50,28:47
toronto,2015-12-29,07:50,28:48
toronto,2015-12-30,07:50,28:49
toronto,2015-12-31,07:50,28:50
toronto,2016-01-01,07:51,28:51
toronto,2016-01-02,07:51,28:51
toronto,2016-01-03,07:51,28:52
toronto,2016-01-04,07:51,28:53
toronto,2016-01-05,07:51,28:54
toronto,2016-01-06,07:50,28:55
toronto,2016-01-07,07:50,28:56
toronto,2016-01-08,07:50,28:57
toronto,2016-01-09,07:50,28:58
toronto,2016-01-10,07:50,29:00
toronto,2016-01-11,07:49,29:01
toronto,2016-01-12,07:49,29:02
toronto,2016-01-13,07:49,29:03
toronto,2016-01-14,07:48,29:04
toronto,2016-01-15,07:48,29:05
toronto,2016-01-16,07:47,29:07
